"Participant_ID","Participant_Age","Participant_Sex","Item_Category","Item_Name","Trial_Order","Emotion_Condition","Subjective_Arousal","Subjective_Valence","Autobiographical_Link","Recall"
"5S",18.7049965776865,"Female","People","People_163_v",46,"Neutral",58.0729166666667,35.4166666666667,72.3958333333333,FALSE
"5S",18.7049965776865,"Female","Faces","Faces_010_h",47,"Negative",68.75,-72.3958333333333,12.2395833333333,TRUE
"5S",18.7049965776865,"Female","Faces","Faces_172_h",48,"Negative",82.2916666666667,-94.2708333333333,65.625,TRUE
"6S",22.9596167008898,"Female","People","People_238_h",1,"Negative",88.7994143484627,-100,99.597364568082,TRUE
"6S",22.9596167008898,"Female","Faces","Faces_364_v",2,"Negative",7.90629575402635,-52.3426061493411,58.4187408491947,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_341_h",3,"Neutral",39.2020497803807,25.6222547584188,0,FALSE
"6S",22.9596167008898,"Female","People","People_220_h",4,"Negative",12.6647144948756,-70.6442166910688,24.194729136164,FALSE
"6S",22.9596167008898,"Female","People","People_138_h",5,"Neutral",70.8638360175695,53.8067349926794,62.0790629575403,FALSE
"6S",22.9596167008898,"Female","People","People_226_h",6,"Negative",77.2693997071742,-97.3645680819912,78.0014641288433,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_057_h",7,"Neutral",0.0366032210834533,-0.732064421669108,0.402635431918008,FALSE
"6S",22.9596167008898,"Female","People","People_211_v",8,"Negative",31.3323572474378,-98.0966325036603,0,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_315_h",9,"Neutral",61.7130307467057,80.8931185944363,70.497803806735,TRUE
"6S",22.9596167008898,"Female","People","People_163_v",10,"Neutral",0,-13.5431918008785,0,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_172_h",11,"Negative",85.3221083455344,-100,0,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_366_h",12,"Negative",67.5695461200586,-75.0366032210835,1.68374816983895,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_045_h",13,"Neutral",0,2.56222547584186,0,FALSE
"6S",22.9596167008898,"Female","People","People_149_h",14,"Neutral",58.2357247437775,-16.4714494875549,18.887262079063,FALSE
"6S",22.9596167008898,"Female","People","People_063_h",15,"Neutral",0,35.5051244509517,0,FALSE
"6S",22.9596167008898,"Female","People","People_097_h",16,"Neutral",0,-15.7393850658858,0.402635431918008,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_343_h",17,"Neutral",0,-0.366032210834533,0.768667642752563,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_293_h",18,"Negative",19.6193265007321,-100,0,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_195_v",19,"Neutral",77.4524158125915,-27.4524158125915,100,TRUE
"6S",22.9596167008898,"Female","Faces","Faces_365_v",20,"Negative",65.3733528550512,-48.3162518301611,0.0366032210834533,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_224_h",21,"Neutral",0,-1.09809663250364,0,FALSE
"6S",22.9596167008898,"Female","People","People_056_h",22,"Neutral",50.1830161054173,31.8448023426062,54.0263543191801,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_319_v",23,"Neutral",0,-1.09809663250364,56.7715959004392,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_367_h",24,"Negative",99.597364568082,-99.9267935578331,100,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_064_h",25,"Neutral",0.402635431918008,28.9165446559297,28.9531478770132,FALSE
"6S",22.9596167008898,"Female","People","People_246_h",26,"Negative",61.3469985358712,-99.9267935578331,2.41581259150805,FALSE
"6S",22.9596167008898,"Female","People","People_128_h",27,"Negative",54.5754026354319,-64.0556368960468,0,TRUE
"6S",22.9596167008898,"Female","People","People_104_h",28,"Neutral",51.6471449487555,0.732064421669108,65.3733528550512,FALSE
"6S",22.9596167008898,"Female","People","People_201_v",29,"Negative",59.6998535871157,-26.7203513909224,77.2693997071742,FALSE
"6S",22.9596167008898,"Female","People","People_038_h",30,"Negative",100,-100,0,TRUE
"6S",22.9596167008898,"Female","People","People_158_h",31,"Neutral",64.2752562225476,49.7803806734993,0,FALSE
"6S",22.9596167008898,"Female","People","People_208_h",32,"Negative",54.7584187408492,-98.4626647144949,0,TRUE
"6S",22.9596167008898,"Female","Faces","Faces_016_h",33,"Negative",57.8696925329429,-47.9502196193265,0,TRUE
"6S",22.9596167008898,"Female","Faces","Faces_149_v",34,"Negative",50.1830161054173,-8.05270863836016,0,FALSE
"6S",22.9596167008898,"Female","People","People_237_h",35,"Negative",51.8301610541728,-58.199121522694,55.307467057101,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_010_h",36,"Negative",58.7847730600293,-76.1346998535871,1.50073206442167,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_196_h",37,"Neutral",0,-1.09809663250364,0,FALSE
"6S",22.9596167008898,"Female","People","People_222_h",38,"Negative",36.8228404099561,-51.2445095168375,100,TRUE
"6S",22.9596167008898,"Female","People","People_114_h",39,"Neutral",0,-11.3469985358712,0.219619326500731,TRUE
"6S",22.9596167008898,"Female","Faces","Faces_170_h",40,"Negative",58.601756954612,-22.6939970717423,0.95168374816984,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_251_v",41,"Neutral",31.3323572474378,42.4597364568082,0,FALSE
"6S",22.9596167008898,"Female","People","People_102_h",42,"Neutral",0,-40.6295754026354,0,FALSE
"6S",22.9596167008898,"Female","People","People_148_h",43,"Neutral",62.2620790629575,100,99.4143484626647,TRUE
"6S",22.9596167008898,"Female","Faces","Faces_207_h",44,"Neutral",60.0658857979502,-72.4743777452416,0.219619326500731,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_362_v",45,"Negative",59.8828696925329,-100,0,FALSE
"6S",22.9596167008898,"Female","People","People_184_h",46,"Neutral",65.3733528550512,100,59.8828696925329,FALSE
"6S",22.9596167008898,"Female","People","People_227_h",47,"Negative",56.588579795022,-100,0,FALSE
"6S",22.9596167008898,"Female","Faces","Faces_371_v",48,"Negative",60.0658857979502,-97.3645680819912,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_362_v",1,"Negative",50,-6.77083333333334,0,TRUE
"7S",19.8412046543463,"Female","People","People_163_v",2,"Neutral",50.78125,-2.60416666666666,0,TRUE
"7S",19.8412046543463,"Female","People","People_038_h",3,"Negative",71.3541666666667,-60.4166666666667,21.6145833333333,TRUE
"7S",19.8412046543463,"Female","People","People_220_h",4,"Negative",64.0625,-63.5416666666667,0,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_196_h",5,"Neutral",50.5208333333333,0,0,FALSE
"7S",19.8412046543463,"Female","People","People_208_h",6,"Negative",68.75,-79.1666666666667,0,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_371_v",7,"Negative",78.3854166666667,-75.5208333333333,0,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_341_h",8,"Neutral",51.5625,1.04166666666666,0,TRUE
"7S",19.8412046543463,"Female","People","People_056_h",9,"Neutral",48.1770833333333,-1.5625,1.04166666666666,FALSE
"7S",19.8412046543463,"Female","People","People_158_h",10,"Neutral",51.5625,8.33333333333334,63.28125,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_170_h",11,"Negative",51.8229166666667,-7.29166666666666,0,TRUE
"7S",19.8412046543463,"Female","People","People_063_h",12,"Neutral",18.4895833333333,0.520833333333343,0,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_251_v",13,"Neutral",33.3333333333333,17.7083333333333,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_365_v",14,"Negative",99.7395833333333,-100,0,TRUE
"7S",19.8412046543463,"Female","People","People_237_h",15,"Negative",97.1354166666667,-100,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_057_h",16,"Neutral",52.6041666666667,10.9375,60.4166666666667,FALSE
"7S",19.8412046543463,"Female","People","People_148_h",17,"Neutral",55.2083333333333,14.5833333333333,59.8958333333333,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_315_h",18,"Neutral",50,16.1458333333333,19.0104166666667,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_149_v",19,"Negative",71.6145833333333,-83.8541666666667,0,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_207_h",20,"Neutral",50,-1.04166666666666,15.8854166666667,FALSE
"7S",19.8412046543463,"Female","People","People_102_h",21,"Neutral",60.9375,29.1666666666667,63.28125,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_319_v",22,"Neutral",51.0416666666667,13.0208333333333,60.6770833333333,FALSE
"7S",19.8412046543463,"Female","People","People_238_h",23,"Negative",100,-100,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_016_h",24,"Negative",50.5208333333333,-38.0208333333333,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_367_h",25,"Negative",61.71875,-9.89583333333334,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_366_h",26,"Negative",55.2083333333333,-23.9583333333333,0,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_064_h",27,"Neutral",35.6770833333333,30.7291666666667,53.125,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_195_v",28,"Neutral",61.9791666666667,-19.2708333333333,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_343_h",29,"Neutral",52.8645833333333,33.8541666666667,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_172_h",30,"Negative",73.1770833333333,-67.7083333333333,0,FALSE
"7S",19.8412046543463,"Female","Faces","Faces_293_h",31,"Negative",36.71875,0,0,TRUE
"7S",19.8412046543463,"Female","People","People_097_h",32,"Neutral",47.1354166666667,-13.5416666666667,0,FALSE
"7S",19.8412046543463,"Female","People","People_211_v",33,"Negative",63.5416666666667,-75.5208333333333,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_224_h",34,"Neutral",11.4583333333333,-1.04166666666666,0,FALSE
"7S",19.8412046543463,"Female","People","People_222_h",35,"Negative",76.5625,-100,0,FALSE
"7S",19.8412046543463,"Female","People","People_104_h",36,"Neutral",9.63541666666666,2.08333333333334,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_010_h",37,"Negative",72.3958333333333,-100,0,FALSE
"7S",19.8412046543463,"Female","People","People_128_h",38,"Negative",61.1979166666667,9.375,0,TRUE
"7S",19.8412046543463,"Female","People","People_114_h",39,"Neutral",54.9479166666667,30.2083333333333,0,FALSE
"7S",19.8412046543463,"Female","People","People_246_h",40,"Negative",34.8958333333333,-13.0208333333333,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_364_v",41,"Negative",100,-100,0,TRUE
"7S",19.8412046543463,"Female","People","People_201_v",42,"Negative",67.7083333333333,-100,0,FALSE
"7S",19.8412046543463,"Female","People","People_184_h",43,"Neutral",23.4375,2.08333333333334,0,TRUE
"7S",19.8412046543463,"Female","Faces","Faces_045_h",44,"Neutral",50.5208333333333,-0.520833333333343,0,TRUE
"7S",19.8412046543463,"Female","People","People_149_h",45,"Neutral",61.9791666666667,-60.4166666666667,0,TRUE
"7S",19.8412046543463,"Female","People","People_227_h",46,"Negative",74.7395833333333,-100,0,FALSE
"7S",19.8412046543463,"Female","People","People_138_h",47,"Neutral",30.9895833333333,1.04166666666666,53.3854166666667,TRUE
"7S",19.8412046543463,"Female","People","People_226_h",48,"Negative",70.8333333333333,-100,0,TRUE
"8S",20.1259411362081,"Female","Faces","Faces_364_v",1,"Negative",29.4270833333333,-88.0208333333333,0,FALSE
"8S",20.1259411362081,"Female","People","People_114_h",2,"Neutral",32.2916666666667,42.1875,10.6770833333333,FALSE
"8S",20.1259411362081,"Female","People","People_184_h",3,"Neutral",55.2083333333333,55.7291666666667,73.4375,FALSE
"8S",20.1259411362081,"Female","People","People_104_h",4,"Neutral",32.2916666666667,30.2083333333333,7.55208333333334,FALSE
"8S",20.1259411362081,"Female","People","People_220_h",5,"Negative",20.5729166666667,-56.25,0,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_196_h",6,"Neutral",5.98958333333334,-1.5625,21.6145833333333,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_172_h",7,"Negative",35.9375,-79.1666666666667,0,FALSE
"8S",20.1259411362081,"Female","People","People_149_h",8,"Neutral",24.4791666666667,17.7083333333333,5.46875,FALSE
"8S",20.1259411362081,"Female","People","People_063_h",9,"Neutral",14.3229166666667,30.7291666666667,5.98958333333334,FALSE
"8S",20.1259411362081,"Female","People","People_201_v",10,"Negative",77.6041666666667,-78.6458333333333,59.375,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_207_h",11,"Neutral",63.5416666666667,-13.0208333333333,66.1458333333333,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_293_h",12,"Negative",33.8541666666667,-65.625,5.46875,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_170_h",13,"Negative",30.9895833333333,-17.7083333333333,19.2708333333333,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_149_v",14,"Negative",58.0729166666667,-69.2708333333333,0,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_367_h",15,"Negative",71.875,-85.4166666666667,16.40625,FALSE
"8S",20.1259411362081,"Female","People","People_158_h",16,"Neutral",64.0625,56.7708333333333,77.6041666666667,TRUE
"8S",20.1259411362081,"Female","People","People_222_h",17,"Negative",31.7708333333333,-34.8958333333333,1.30208333333334,FALSE
"8S",20.1259411362081,"Female","People","People_138_h",18,"Neutral",28.6458333333333,32.8125,69.2708333333333,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_343_h",19,"Neutral",21.09375,9.375,9.89583333333334,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_371_v",20,"Negative",55.7291666666667,-71.3541666666667,0,FALSE
"8S",20.1259411362081,"Female","People","People_238_h",21,"Negative",78.6458333333333,-100,71.6145833333333,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_319_v",22,"Neutral",10.15625,0.520833333333343,56.25,FALSE
"8S",20.1259411362081,"Female","People","People_237_h",23,"Negative",71.875,-74.4791666666667,0,FALSE
"8S",20.1259411362081,"Female","People","People_163_v",24,"Neutral",32.8125,-13.0208333333333,21.6145833333333,FALSE
"8S",20.1259411362081,"Female","People","People_148_h",25,"Neutral",44.53125,40.625,68.4895833333333,TRUE
"8S",20.1259411362081,"Female","Faces","Faces_362_v",26,"Negative",37.2395833333333,-63.5416666666667,7.55208333333334,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_057_h",27,"Neutral",69.53125,59.8958333333333,91.40625,TRUE
"8S",20.1259411362081,"Female","People","People_097_h",28,"Neutral",25.5208333333333,-1.04166666666666,2.08333333333334,TRUE
"8S",20.1259411362081,"Female","People","People_208_h",29,"Negative",70.3125,-81.7708333333333,7.8125,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_195_v",30,"Neutral",22.9166666666667,9.89583333333334,8.33333333333334,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_045_h",31,"Neutral",60.4166666666667,72.9166666666667,81.5104166666667,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_224_h",32,"Neutral",41.40625,27.6041666666667,55.7291666666667,TRUE
"8S",20.1259411362081,"Female","Faces","Faces_010_h",33,"Negative",58.8541666666667,-35.4166666666667,0.78125,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_341_h",34,"Neutral",26.5625,14.5833333333333,16.6666666666667,FALSE
"8S",20.1259411362081,"Female","People","People_211_v",35,"Negative",75,-87.5,0.520833333333337,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_315_h",36,"Neutral",60.6770833333333,16.6666666666667,66.40625,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_366_h",37,"Negative",56.25,-75.5208333333333,0,TRUE
"8S",20.1259411362081,"Female","Faces","Faces_365_v",38,"Negative",39.0625,-36.4583333333333,0,FALSE
"8S",20.1259411362081,"Female","People","People_102_h",39,"Neutral",20.3125,10.4166666666667,5.72916666666666,FALSE
"8S",20.1259411362081,"Female","Faces","Faces_016_h",40,"Negative",53.125,-82.8125,0,FALSE
"8S",20.1259411362081,"Female","People","People_128_h",41,"Negative",58.8541666666667,33.3333333333333,0,TRUE
"8S",20.1259411362081,"Female","People","People_056_h",42,"Neutral",8.33333333333334,1.5625,6.25,FALSE
"8S",20.1259411362081,"Female","People","People_246_h",43,"Negative",35.6770833333333,-13.0208333333333,4.94791666666666,TRUE
"8S",20.1259411362081,"Female","People","People_227_h",44,"Negative",35.4166666666667,-10.4166666666667,55.9895833333333,TRUE
"8S",20.1259411362081,"Female","People","People_226_h",45,"Negative",77.34375,-70.3125,60.6770833333333,TRUE
"8S",20.1259411362081,"Female","People","People_038_h",46,"Negative",40.8854166666667,-21.3541666666667,0,TRUE
"8S",20.1259411362081,"Female","Faces","Faces_064_h",47,"Neutral",40.3645833333333,28.125,83.3333333333333,TRUE
"8S",20.1259411362081,"Female","Faces","Faces_251_v",48,"Neutral",15.1041666666667,-0.520833333333343,2.86458333333334,TRUE
"9S",18.5242984257358,"Female","Faces","Faces_057_h",1,"Neutral",49.4509516837482,36.9692532942899,8.82137628111274,FALSE
"9S",18.5242984257358,"Female","People","People_148_h",2,"Neutral",59.8828696925329,65.5197657393851,61.1639824304539,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_362_v",3,"Negative",48.7188872620791,-27.086383601757,0.219619326500731,TRUE
"9S",18.5242984257358,"Female","Faces","Faces_367_h",4,"Negative",99.597364568082,-83.8213762811127,6.62518301610542,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_371_v",5,"Negative",99.0483162518302,-84.9194729136164,9.9194729136164,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_172_h",6,"Negative",67.0204978038067,-25.9882869692533,50.1830161054173,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_045_h",7,"Neutral",0,-1.09809663250364,65.7393850658858,FALSE
"9S",18.5242984257358,"Female","People","People_163_v",8,"Neutral",56.4055636896047,-19.0336749633968,10.2855051244509,TRUE
"9S",18.5242984257358,"Female","People","People_227_h",9,"Negative",28.2210834553441,-9.15080527086386,0,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_343_h",10,"Neutral",29.3191800878477,-1.46412884333822,0,TRUE
"9S",18.5242984257358,"Female","People","People_158_h",11,"Neutral",46.705710102489,38.4333821376281,0.219619326500731,FALSE
"9S",18.5242984257358,"Female","People","People_226_h",12,"Negative",99.9633967789165,-76.1346998535871,33.7115666178624,FALSE
"9S",18.5242984257358,"Female","People","People_128_h",13,"Negative",99.597364568082,2.92825768667643,55.4904831625183,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_364_v",14,"Negative",100,-100,10.1024890190337,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_224_h",15,"Neutral",0,100,0,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_010_h",16,"Negative",15.2269399707174,-4.75841874084919,0,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_251_v",17,"Neutral",61.896046852123,43.5578330893119,73.0600292825769,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_366_h",18,"Negative",73.6090775988287,58.5651537335285,100,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_170_h",19,"Negative",88.2503660322108,55.6368960468521,0,FALSE
"9S",18.5242984257358,"Female","People","People_114_h",20,"Neutral",67.0204978038067,58.9311859443631,64.4582723279649,FALSE
"9S",18.5242984257358,"Female","People","People_237_h",21,"Negative",98.8653001464129,-71.0102489019034,0.402635431918008,FALSE
"9S",18.5242984257358,"Female","People","People_097_h",22,"Neutral",0,0.732064421669108,0,TRUE
"9S",18.5242984257358,"Female","People","People_102_h",23,"Neutral",87.1522693997072,100,78.1844802342606,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_207_h",24,"Neutral",100,100,100,FALSE
"9S",18.5242984257358,"Female","People","People_246_h",25,"Negative",87.3352855051245,42.4597364568082,0,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_315_h",26,"Neutral",0,100,68.8506588579795,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_341_h",27,"Neutral",57.8696925329429,39.5314787701318,76.3543191800878,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_196_h",28,"Neutral",0.768667642752563,65.8857979502196,0,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_365_v",29,"Negative",100,-100,0.219619326500731,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_064_h",30,"Neutral",62.8111273792094,62.2254758418741,100,FALSE
"9S",18.5242984257358,"Female","People","People_211_v",31,"Negative",20.5344070278184,0,0,FALSE
"9S",18.5242984257358,"Female","People","People_238_h",32,"Negative",100,-100,75.2562225475842,FALSE
"9S",18.5242984257358,"Female","People","People_208_h",33,"Negative",22.1815519765739,1.46412884333822,0,FALSE
"9S",18.5242984257358,"Female","People","People_149_h",34,"Neutral",0,100,47.0717423133236,FALSE
"9S",18.5242984257358,"Female","People","People_138_h",35,"Neutral",49.4509516837482,100,0,TRUE
"9S",18.5242984257358,"Female","People","People_038_h",36,"Negative",90.4465592972182,-100,100,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_149_v",37,"Negative",99.9633967789165,-100,64.0922401171303,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_319_v",38,"Neutral",0,0.732064421669108,67.7525622254758,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_195_v",39,"Neutral",0,59.2972181551977,0.95168374816984,FALSE
"9S",18.5242984257358,"Female","People","People_220_h",40,"Negative",100,20.1317715959004,100,TRUE
"9S",18.5242984257358,"Female","People","People_056_h",41,"Neutral",0,55.2708638360176,0,FALSE
"9S",18.5242984257358,"Female","Faces","Faces_016_h",42,"Negative",100,9.88286969253296,0,TRUE
"9S",18.5242984257358,"Female","People","People_201_v",43,"Negative",54.9414348462665,-0.366032210834533,62.9941434846266,TRUE
"9S",18.5242984257358,"Female","People","People_104_h",44,"Neutral",0,0.366032210834533,100,FALSE
"9S",18.5242984257358,"Female","People","People_184_h",45,"Neutral",65.5563689604685,97.7306002928258,100,TRUE
"9S",18.5242984257358,"Female","Faces","Faces_293_h",46,"Negative",27.6720351390922,-44.289897510981,0.402635431918008,TRUE
"9S",18.5242984257358,"Female","People","People_063_h",47,"Neutral",0,100,100,TRUE
"9S",18.5242984257358,"Female","People","People_222_h",48,"Negative",62.0790629575403,-20.1317715959004,63.1771595900439,FALSE
"10S",18.8692676249144,"Female","People","People_238_h",1,"Negative",88.8020833333333,-97.9166666666667,74.7395833333333,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_224_h",2,"Neutral",27.0833333333333,33.3333333333333,81.7708333333333,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_196_h",3,"Neutral",17.7083333333333,2.08333333333334,11.9791666666667,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_010_h",4,"Negative",71.6145833333333,40.1041666666667,77.0833333333333,FALSE
"10S",18.8692676249144,"Female","People","People_184_h",5,"Neutral",63.28125,63.0208333333333,64.0625,FALSE
"10S",18.8692676249144,"Female","People","People_138_h",6,"Neutral",82.03125,-49.4791666666667,100,TRUE
"10S",18.8692676249144,"Female","People","People_158_h",7,"Neutral",67.7083333333333,51.5625,76.0416666666667,FALSE
"10S",18.8692676249144,"Female","People","People_056_h",8,"Neutral",28.3854166666667,21.875,38.5416666666667,FALSE
"10S",18.8692676249144,"Female","People","People_237_h",9,"Negative",100,-96.875,16.40625,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_315_h",10,"Neutral",69.53125,52.6041666666667,78.6458333333333,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_319_v",11,"Neutral",15.8854166666667,43.75,76.0416666666667,FALSE
"10S",18.8692676249144,"Female","People","People_163_v",12,"Neutral",67.96875,-46.875,83.59375,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_251_v",13,"Neutral",69.0104166666667,77.0833333333333,69.2708333333333,FALSE
"10S",18.8692676249144,"Female","People","People_149_h",14,"Neutral",61.4583333333333,-24.4791666666667,32.5520833333333,FALSE
"10S",18.8692676249144,"Female","People","People_038_h",15,"Negative",91.1458333333333,0,77.6041666666667,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_364_v",16,"Negative",100,-95.3125,58.0729166666667,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_343_h",17,"Neutral",20.0520833333333,34.8958333333333,28.6458333333333,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_149_v",18,"Negative",87.7604166666667,-80.7291666666667,29.4270833333333,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_365_v",19,"Negative",63.5416666666667,-43.75,0,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_170_h",20,"Negative",65.8854166666667,-30.2083333333333,86.9791666666667,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_293_h",21,"Negative",68.4895833333333,-27.0833333333333,73.1770833333333,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_362_v",22,"Negative",83.59375,-85.4166666666667,82.2916666666667,TRUE
"10S",18.8692676249144,"Female","People","People_220_h",23,"Negative",99.4791666666667,-97.9166666666667,16.6666666666667,FALSE
"10S",18.8692676249144,"Female","People","People_128_h",24,"Negative",78.125,50,37.5,TRUE
"10S",18.8692676249144,"Female","People","People_148_h",25,"Neutral",79.4270833333333,75.5208333333333,100,FALSE
"10S",18.8692676249144,"Female","People","People_227_h",26,"Negative",88.28125,-80.7291666666667,20.0520833333333,FALSE
"10S",18.8692676249144,"Female","People","People_114_h",27,"Neutral",63.8020833333333,42.7083333333333,67.4479166666667,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_207_h",28,"Neutral",70.5729166666667,-37.5,100,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_366_h",29,"Negative",88.28125,-72.3958333333333,12.7604166666667,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_371_v",30,"Negative",67.4479166666667,-60.9375,22.3958333333333,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_045_h",31,"Neutral",57.5520833333333,56.25,91.40625,FALSE
"10S",18.8692676249144,"Female","People","People_211_v",32,"Negative",86.71875,-79.6875,11.9791666666667,TRUE
"10S",18.8692676249144,"Female","People","People_208_h",33,"Negative",85.4166666666667,-78.6458333333333,67.4479166666667,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_064_h",34,"Neutral",30.46875,38.5416666666667,77.8645833333333,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_172_h",35,"Negative",86.1979166666667,-70.3125,75.78125,FALSE
"10S",18.8692676249144,"Female","People","People_226_h",36,"Negative",80.46875,-98.9583333333333,75.78125,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_057_h",37,"Neutral",26.5625,19.2708333333333,77.6041666666667,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_367_h",38,"Negative",100,-100,79.1666666666667,TRUE
"10S",18.8692676249144,"Female","Faces","Faces_016_h",39,"Negative",62.7604166666667,-15.625,21.6145833333333,FALSE
"10S",18.8692676249144,"Female","People","People_201_v",40,"Negative",78.3854166666667,-52.0833333333333,76.5625,FALSE
"10S",18.8692676249144,"Female","Faces","Faces_195_v",41,"Neutral",66.6666666666667,-29.6875,100,TRUE
"10S",18.8692676249144,"Female","People","People_246_h",42,"Negative",72.3958333333333,-40.625,27.0833333333333,FALSE
"10S",18.8692676249144,"Female","People","People_222_h",43,"Negative",87.7604166666667,-78.6458333333333,76.5625,FALSE
"10S",18.8692676249144,"Female","People","People_097_h",44,"Neutral",75.2604166666667,-30.7291666666667,100,TRUE
"10S",18.8692676249144,"Female","People","People_102_h",45,"Neutral",22.9166666666667,52.6041666666667,70.0520833333333,FALSE
"10S",18.8692676249144,"Female","People","People_063_h",46,"Neutral",57.8125,57.2916666666667,80.9895833333333,TRUE
